Model,MDO34
Firmware Version,1.10.4

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.0004,
Horizontal Delay,0,
Sample Interval,4e-08,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,5,250
Vertical Units,A,V
Vertical Offset,0,0
Vertical Scale,1,20
Vertical Position,0,0
,,
,,
,,
Label,,
TIME,CH1,CH2
3.51680e-04,-1.2,-29.6
3.51720e-04,-1.24,-28.8
3.51760e-04,-1.28,-29.6
3.51800e-04,-1.32,-29.6
3.51840e-04,-1.28,-29.6
3.51880e-04,-1.28,-28.8
3.51920e-04,-1.32,-29.6
3.51960e-04,-1.36,-29.6
3.52000e-04,-1.36,-29.6
3.52040e-04,-1.36,-29.6
3.52080e-04,-1.36,-29.6
3.52120e-04,-1.36,-28.8
3.52160e-04,-1.4,-29.6
3.52200e-04,-1.44,-29.6
3.52240e-04,-1.44,-30.4
3.52280e-04,-1.4,-29.6
3.52320e-04,-1.44,-28.8
3.52360e-04,-1.48,-30.4
3.52400e-04,-1.44,-30.4
3.52440e-04,-1.48,-29.6
3.52480e-04,-1.44,-29.6
3.52520e-04,-1.44,-29.6
3.52560e-04,-1.48,-29.6
3.52600e-04,-1.48,-29.6
3.52640e-04,-1.48,-28.8
3.52680e-04,-1.48,-29.6
3.52720e-04,-1.48,-29.6
3.52760e-04,-1.48,-29.6
3.52800e-04,-1.52,-29.6
3.52840e-04,-1.48,-29.6
3.52880e-04,-1.48,-29.6
3.52920e-04,-1.52,-30.4
3.52960e-04,-1.48,-29.6
3.53000e-04,-1.48,-30.4
3.53040e-04,-1.48,-29.6
3.53080e-04,-1.48,-29.6
3.53120e-04,-1.48,-30.4
3.53160e-04,-1.48,-29.6
3.53200e-04,-1.44,-30.4
3.53240e-04,-1.44,-29.6
3.53280e-04,-1.48,-29.6
3.53320e-04,-1.44,-30.4
3.53360e-04,-1.4,-30.4
3.53400e-04,-1.44,-29.6
3.53440e-04,-1.4,-28.8
3.53480e-04,-1.36,-29.6
3.53520e-04,-1.4,-29.6
3.53560e-04,-1.36,-29.6
3.53600e-04,-1.36,-29.6
3.53640e-04,-1.36,-28.8
3.53680e-04,-1.32,-29.6
3.53720e-04,-1.36,-29.6
3.53760e-04,-1.32,-29.6
3.53800e-04,-1.32,-29.6
3.53840e-04,-1.32,-29.6
3.53880e-04,-1.28,-29.6
3.53920e-04,-1.24,-29.6
3.53960e-04,-1.24,-30.4
3.54000e-04,-1.2,-28.8
3.54040e-04,-1.2,-29.6
3.54080e-04,-1.16,-29.6
3.54120e-04,-1.16,-29.6
3.54160e-04,-1.16,-29.6
3.54200e-04,-1.12,-29.6
3.54240e-04,-1.08,-27.2
3.54280e-04,-1.08,-25.6
3.54320e-04,-1.04,-2.4
3.54360e-04,-0.92,-2.4
3.54400e-04,-1.04,-1.6
3.54440e-04,-0.96,0
3.54480e-04,-0.96,0
3.54520e-04,-0.96,-0.8
3.54560e-04,-0.92,-0.8
3.54600e-04,-0.84,0.8
3.54640e-04,-0.84,0
3.54680e-04,-0.84,0
3.54720e-04,-0.8,-0.8
3.54760e-04,-0.76,0
3.54800e-04,-0.68,0
3.54840e-04,-0.64,-0.8
3.54880e-04,-0.68,0
3.54920e-04,-0.64,0
3.54960e-04,-0.6,0
3.55000e-04,-0.56,-0.8
3.55040e-04,-0.52,0
3.55080e-04,-0.52,0
3.55120e-04,-0.44,-0.8
3.55160e-04,-0.4,-0.8
3.55200e-04,-0.36,-0.8
3.55240e-04,-0.36,0
3.55280e-04,-0.32,-0.8
3.55320e-04,-0.32,0
3.55360e-04,-0.28,0
3.55400e-04,-0.28,-0.8
3.55440e-04,-0.2,0
3.55480e-04,-0.16,-0.8
3.55520e-04,-0.12,0
3.55560e-04,-0.12,-0.8
3.55600e-04,-0.08,0
3.55640e-04,-0.04,0
3.55680e-04,-0.04,0
3.55720e-04,0,0
3.55760e-04,0.04,-0.8
3.55800e-04,0.04,-0.8
3.55840e-04,0.04,-0.8
3.55880e-04,0.12,0
3.55920e-04,0.16,0
3.55960e-04,0.12,0
3.56000e-04,0.2,0
3.56040e-04,0.2,0
3.56080e-04,0.24,0
3.56120e-04,0.32,0
3.56160e-04,0.32,-0.8
3.56200e-04,0.28,0
3.56240e-04,0.36,-0.8
3.56280e-04,0.36,0
3.56320e-04,0.4,-1.6
3.56360e-04,0.44,-1.6
3.56400e-04,0.48,-3.2
3.56440e-04,0.48,4
3.56480e-04,0.64,39.2
3.56520e-04,0.64,35.2
3.56560e-04,0.56,26.4
3.56600e-04,0.64,28.8
3.56640e-04,0.68,31.2
3.56680e-04,0.64,28
3.56720e-04,0.76,26.4
3.56760e-04,0.8,28
3.56800e-04,0.72,29.6
3.56840e-04,0.8,30.4
3.56880e-04,0.84,28.8
3.56920e-04,0.84,28.8
3.56960e-04,0.92,29.6
3.57000e-04,0.92,28.8
3.57040e-04,0.92,28
3.57080e-04,0.96,30.4
3.57120e-04,0.96,29.6
3.57160e-04,1.04,28.8
3.57200e-04,1.08,28.8
3.57240e-04,1.08,28.8
3.57280e-04,1.08,29.6
3.57320e-04,1.12,29.6
3.57360e-04,1.12,28.8
3.57400e-04,1.16,28.8
3.57440e-04,1.2,29.6
3.57480e-04,1.2,29.6
3.57520e-04,1.2,29.6
3.57560e-04,1.24,28.8
3.57600e-04,1.24,28.8
3.57640e-04,1.28,28
3.57680e-04,1.28,29.6
3.57720e-04,1.28,28.8
3.57760e-04,1.32,28.8
3.57800e-04,1.36,28.8
3.57840e-04,1.36,29.6
3.57880e-04,1.36,28.8
3.57920e-04,1.36,28.8
3.57960e-04,1.36,28.8
3.58000e-04,1.36,29.6
3.58040e-04,1.44,28.8
3.58080e-04,1.4,28.8
3.58120e-04,1.4,28.8
3.58160e-04,1.44,29.6
3.58200e-04,1.4,28.8
3.58240e-04,1.48,29.6
3.58280e-04,1.48,29.6
3.58320e-04,1.48,28.8
3.58360e-04,1.48,28.8
3.58400e-04,1.44,28.8
3.58440e-04,1.48,29.6
3.58480e-04,1.52,28.8
3.58520e-04,1.48,29.6
3.58560e-04,1.48,29.6
3.58600e-04,1.48,28.8
3.58640e-04,1.48,29.6
3.58680e-04,1.52,28.8
3.58720e-04,1.48,29.6
3.58760e-04,1.48,29.6
3.58800e-04,1.52,29.6
3.58840e-04,1.52,29.6
3.58880e-04,1.48,28.8
3.58920e-04,1.52,28.8
3.58960e-04,1.52,28.8
3.59000e-04,1.48,29.6
3.59040e-04,1.48,29.6
3.59080e-04,1.44,29.6
3.59120e-04,1.48,29.6
3.59160e-04,1.48,29.6
3.59200e-04,1.48,28.8
3.59240e-04,1.4,28.8
3.59280e-04,1.4,28.8
3.59320e-04,1.44,28.8
3.59360e-04,1.36,28.8
3.59400e-04,1.4,28.8
3.59440e-04,1.4,29.6
3.59480e-04,1.36,29.6
3.59520e-04,1.36,29.6
3.59560e-04,1.36,28.8
3.59600e-04,1.32,29.6
3.59640e-04,1.32,28.8
3.59680e-04,1.32,28.8
3.59720e-04,1.32,28.8
3.59760e-04,1.24,28.8
3.59800e-04,1.24,28.8
3.59840e-04,1.24,28.8
3.59880e-04,1.2,29.6
3.59920e-04,1.2,28.8
3.59960e-04,1.16,29.6
3.60000e-04,1.16,29.6
3.60040e-04,1.12,28.8
3.60080e-04,1.12,28
3.60120e-04,1.08,25.6
3.60160e-04,1.08,23.2
3.60200e-04,1.04,6.4
3.60240e-04,0.92,3.2
3.60280e-04,1,4
3.60320e-04,0.96,0.8
3.60360e-04,0.92,-1.6
3.60400e-04,0.96,-1.6
3.60440e-04,0.92,-0.8
3.60480e-04,0.8,-0.8
3.60520e-04,0.88,0
3.60560e-04,0.8,0
3.60600e-04,0.76,0
3.60640e-04,0.76,0
3.60680e-04,0.72,0
3.60720e-04,0.64,-0.8
3.60760e-04,0.68,0
3.60800e-04,0.64,0
3.60840e-04,0.6,0
3.60880e-04,0.6,0
3.60920e-04,0.48,0
3.60960e-04,0.52,0
3.61000e-04,0.48,0
3.61040e-04,0.44,0
3.61080e-04,0.4,0
3.61120e-04,0.36,0
3.61160e-04,0.36,0
3.61200e-04,0.32,0
3.61240e-04,0.32,0
3.61280e-04,0.24,0
3.61320e-04,0.2,0
3.61360e-04,0.2,0
3.61400e-04,0.16,0
3.61440e-04,0.12,0
3.61480e-04,0.12,0
3.61520e-04,0.08,0
3.61560e-04,0.04,0
3.61600e-04,0,0
3.61640e-04,0,0
3.61680e-04,0,0
3.61720e-04,-0.04,0
3.61760e-04,-0.12,0
3.61800e-04,-0.12,0
3.61840e-04,-0.16,0
3.61880e-04,-0.16,0
3.61920e-04,-0.2,0
3.61960e-04,-0.24,0
3.62000e-04,-0.28,0
3.62040e-04,-0.28,0.8
3.62080e-04,-0.32,-0.8
3.62120e-04,-0.32,0
3.62160e-04,-0.36,0
3.62200e-04,-0.36,0
3.62240e-04,-0.4,1.6
3.62280e-04,-0.48,1.6
3.62320e-04,-0.44,-0.8
3.62360e-04,-0.56,-36.8
3.62400e-04,-0.68,-25.6
3.62440e-04,-0.56,-24
3.62480e-04,-0.6,-31.2
3.62520e-04,-0.64,-34.4
3.62560e-04,-0.6,-28.8
3.62600e-04,-0.72,-27.2
3.62640e-04,-0.76,-30.4
3.62680e-04,-0.72,-31.2
3.62720e-04,-0.76,-28.8
3.62760e-04,-0.84,-28.8
3.62800e-04,-0.8,-28.8
3.62840e-04,-0.92,-30.4
3.62880e-04,-0.92,-30.4
3.62920e-04,-0.88,-28
3.62960e-04,-0.92,-29.6
3.63000e-04,-0.96,-30.4
3.63040e-04,-1,-29.6
3.63080e-04,-1.04,-29.6
3.63120e-04,-1.08,-29.6
3.63160e-04,-1.04,-30.4
3.63200e-04,-1.08,-30.4
3.63240e-04,-1.08,-29.6
3.63280e-04,-1.16,-29.6
3.63320e-04,-1.16,-29.6
3.63360e-04,-1.2,-29.6
3.63400e-04,-1.2,-29.6
3.63440e-04,-1.2,-29.6
3.63480e-04,-1.24,-29.6
3.63520e-04,-1.28,-29.6
3.63560e-04,-1.28,-29.6
3.63600e-04,-1.28,-29.6
3.63640e-04,-1.28,-29.6
3.63680e-04,-1.32,-29.6
3.63720e-04,-1.36,-29.6
3.63760e-04,-1.32,-29.6
3.63800e-04,-1.36,-29.6
3.63840e-04,-1.36,-29.6
3.63880e-04,-1.4,-28.8
3.63920e-04,-1.44,-29.6
3.63960e-04,-1.4,-28.8
3.64000e-04,-1.4,-29.6
3.64040e-04,-1.4,-30.4
3.64080e-04,-1.4,-29.6
3.64120e-04,-1.4,-30.4
3.64160e-04,-1.44,-29.6
3.64200e-04,-1.44,-29.6
3.64240e-04,-1.48,-28.8
3.64280e-04,-1.44,-29.6
3.64320e-04,-1.48,-29.6
3.64360e-04,-1.48,-30.4
3.64400e-04,-1.48,-29.6
3.64440e-04,-1.48,-29.6
3.64480e-04,-1.44,-29.6
3.64520e-04,-1.52,-29.6
3.64560e-04,-1.48,-29.6
3.64600e-04,-1.52,-29.6
3.64640e-04,-1.48,-29.6
3.64680e-04,-1.48,-29.6
3.64720e-04,-1.44,-28.8
3.64760e-04,-1.48,-29.6
3.64800e-04,-1.48,-29.6
3.64840e-04,-1.48,-29.6
3.64880e-04,-1.48,-29.6
3.64920e-04,-1.48,-30.4
3.64960e-04,-1.48,-29.6
3.65000e-04,-1.44,-29.6
3.65040e-04,-1.44,-29.6
3.65080e-04,-1.44,-29.6
3.65120e-04,-1.44,-29.6
3.65160e-04,-1.4,-29.6
3.65200e-04,-1.4,-28.8
3.65240e-04,-1.4,-29.6
3.65280e-04,-1.36,-29.6
3.65320e-04,-1.4,-28.8
3.65360e-04,-1.36,-29.6
3.65400e-04,-1.32,-29.6
3.65440e-04,-1.32,-29.6
3.65480e-04,-1.36,-29.6
3.65520e-04,-1.32,-29.6
3.65560e-04,-1.32,-29.6
3.65600e-04,-1.28,-29.6
3.65640e-04,-1.28,-29.6
3.65680e-04,-1.24,-30.4
3.65720e-04,-1.24,-29.6
3.65760e-04,-1.24,-29.6
3.65800e-04,-1.2,-30.4
3.65840e-04,-1.2,-29.6
3.65880e-04,-1.2,-29.6
3.65920e-04,-1.12,-29.6
3.65960e-04,-1.12,-29.6
3.66000e-04,-1.12,-28
3.66040e-04,-1.04,-26.4
3.66080e-04,-1.04,-10.4
3.66120e-04,-0.92,-3.2
3.66160e-04,-0.96,0
3.66200e-04,-1,0
3.66240e-04,-0.96,0
3.66280e-04,-0.96,-0.8
3.66320e-04,-0.92,0
3.66360e-04,-0.8,0.8
3.66400e-04,-0.84,-0.8
3.66440e-04,-0.8,-0.8
3.66480e-04,-0.76,-0.8
3.66520e-04,-0.76,-0.8
3.66560e-04,-0.72,0
3.66600e-04,-0.64,-0.8
3.66640e-04,-0.64,0
3.66680e-04,-0.64,0
3.66720e-04,-0.6,0
3.66760e-04,-0.56,-0.8
3.66800e-04,-0.56,0
3.66840e-04,-0.48,0
3.66880e-04,-0.48,-0.8
3.66920e-04,-0.44,0
3.66960e-04,-0.44,-0.8
3.67000e-04,-0.36,0
3.67040e-04,-0.32,0
3.67080e-04,-0.28,0
3.67120e-04,-0.28,0
3.67160e-04,-0.24,0
3.67200e-04,-0.2,-0.8
3.67240e-04,-0.2,0
3.67280e-04,-0.12,0
3.67320e-04,-0.12,0
3.67360e-04,-0.12,0
3.67400e-04,-0.08,0
3.67440e-04,-0.04,0
3.67480e-04,0,0
3.67520e-04,0,0
3.67560e-04,0.04,-0.8
3.67600e-04,0.04,-0.8
3.67640e-04,0.08,-0.8
3.67680e-04,0.12,0
3.67720e-04,0.16,0
3.67760e-04,0.16,0
3.67800e-04,0.24,-0.8
3.67840e-04,0.24,-0.8
3.67880e-04,0.28,0
3.67920e-04,0.32,0
3.67960e-04,0.32,0
3.68000e-04,0.36,-0.8
3.68040e-04,0.36,-0.8
3.68080e-04,0.36,-1.6
3.68120e-04,0.48,-2.4
3.68160e-04,0.44,-2.4
3.68200e-04,0.48,8.8
3.68240e-04,0.64,28
3.68280e-04,0.6,33.6
3.68320e-04,0.6,29.6
3.68360e-04,0.64,28.8
3.68400e-04,0.64,30.4
3.68440e-04,0.64,30.4
3.68480e-04,0.8,28.8
3.68520e-04,0.8,27.2
3.68560e-04,0.76,28.8
3.68600e-04,0.8,29.6
3.68640e-04,0.84,28.8
3.68680e-04,0.84,28
3.68720e-04,0.96,29.6
3.68760e-04,0.92,29.6
3.68800e-04,0.92,28.8
3.68840e-04,0.96,28
3.68880e-04,0.96,28.8
3.68920e-04,1.04,29.6
3.68960e-04,1.12,29.6
3.69000e-04,1.08,29.6
3.69040e-04,1.04,29.6
3.69080e-04,1.08,28.8
3.69120e-04,1.12,28.8
3.69160e-04,1.2,29.6
3.69200e-04,1.16,28.8
3.69240e-04,1.2,28.8
3.69280e-04,1.16,29.6
3.69320e-04,1.24,28.8
3.69360e-04,1.24,28.8
3.69400e-04,1.28,28.8
3.69440e-04,1.28,28.8
3.69480e-04,1.28,28.8
3.69520e-04,1.28,28.8
3.69560e-04,1.32,28.8
3.69600e-04,1.36,28.8
3.69640e-04,1.36,28.8
3.69680e-04,1.36,28.8
3.69720e-04,1.36,28.8
3.69760e-04,1.4,28.8
3.69800e-04,1.4,28
3.69840e-04,1.4,28.8
3.69880e-04,1.44,29.6
3.69920e-04,1.44,29.6
3.69960e-04,1.44,29.6
3.70000e-04,1.44,28.8
3.70040e-04,1.48,28.8
3.70080e-04,1.44,29.6
3.70120e-04,1.48,28.8
3.70160e-04,1.48,28.8
3.70200e-04,1.48,29.6
3.70240e-04,1.48,28.8
3.70280e-04,1.48,29.6
3.70320e-04,1.52,29.6
3.70360e-04,1.48,28.8
3.70400e-04,1.48,28.8
3.70440e-04,1.48,28.8
3.70480e-04,1.48,29.6
3.70520e-04,1.52,28.8
3.70560e-04,1.48,29.6
3.70600e-04,1.52,29.6
3.70640e-04,1.52,29.6
3.70680e-04,1.52,29.6
3.70720e-04,1.44,28.8
3.70760e-04,1.48,28.8
3.70800e-04,1.48,28.8
3.70840e-04,1.48,29.6
3.70880e-04,1.44,29.6
3.70920e-04,1.44,28.8
3.70960e-04,1.44,29.6
3.71000e-04,1.44,29.6
3.71040e-04,1.44,29.6
3.71080e-04,1.44,28.8
3.71120e-04,1.44,30.4
3.71160e-04,1.4,28.8
3.71200e-04,1.36,28.8
3.71240e-04,1.36,28.8
3.71280e-04,1.36,28.8
3.71320e-04,1.32,29.6
3.71360e-04,1.32,29.6
3.71400e-04,1.32,28.8
3.71440e-04,1.28,28.8
3.71480e-04,1.28,29.6
3.71520e-04,1.28,29.6
3.71560e-04,1.28,29.6
3.71600e-04,1.24,29.6
3.71640e-04,1.24,28.8
3.71680e-04,1.2,28.8
3.71720e-04,1.2,29.6
3.71760e-04,1.16,29.6
3.71800e-04,1.16,28.8
3.71840e-04,1.16,28
3.71880e-04,1.12,25.6
3.71920e-04,1.08,24
3.71960e-04,1.04,12.8
3.72000e-04,1,2.4
3.72040e-04,0.96,0.8
3.72080e-04,1,-1.6
3.72120e-04,0.92,-3.2
3.72160e-04,0.92,-0.8
3.72200e-04,0.96,0
3.72240e-04,0.84,0
3.72280e-04,0.8,0
3.72320e-04,0.84,0
3.72360e-04,0.76,0
3.72400e-04,0.76,-0.8
3.72440e-04,0.72,-0.8
3.72480e-04,0.64,-0.8
3.72520e-04,0.68,-0.8
3.72560e-04,0.68,0
3.72600e-04,0.6,0
3.72640e-04,0.6,0
3.72680e-04,0.52,0
3.72720e-04,0.48,-0.8
3.72760e-04,0.48,0
3.72800e-04,0.44,-0.8
3.72840e-04,0.44,0
3.72880e-04,0.36,0
3.72920e-04,0.32,0
3.72960e-04,0.28,0
3.73000e-04,0.28,0
3.73040e-04,0.32,0
3.73080e-04,0.24,0
3.73120e-04,0.2,0
3.73160e-04,0.16,0
3.73200e-04,0.16,-0.8
3.73240e-04,0.12,0
3.73280e-04,0.08,0
3.73320e-04,0.08,0
3.73360e-04,0,0
3.73400e-04,0,-0.8
3.73440e-04,0,0
3.73480e-04,0,0
3.73520e-04,-0.08,-0.8
3.73560e-04,-0.12,0
3.73600e-04,-0.12,0
3.73640e-04,-0.16,0
3.73680e-04,-0.16,0
3.73720e-04,-0.2,-0.8
3.73760e-04,-0.24,0
3.73800e-04,-0.28,0
3.73840e-04,-0.32,0
3.73880e-04,-0.36,-0.8
3.73920e-04,-0.36,0
3.73960e-04,-0.36,0
3.74000e-04,-0.44,1.6
3.74040e-04,-0.44,1.6
3.74080e-04,-0.52,-4
3.74120e-04,-0.56,-40
3.74160e-04,-0.64,-31.2
3.74200e-04,-0.56,-24
3.74240e-04,-0.6,-27.2
3.74280e-04,-0.6,-33.6
3.74320e-04,-0.6,-30.4
3.74360e-04,-0.72,-28
3.74400e-04,-0.76,-28.8
3.74440e-04,-0.68,-31.2
3.74480e-04,-0.76,-31.2
3.74520e-04,-0.8,-28.8
3.74560e-04,-0.8,-28
3.74600e-04,-0.88,-30.4
3.74640e-04,-0.92,-31.2
3.74680e-04,-0.88,-28.8
3.74720e-04,-0.92,-28.8
3.74760e-04,-1,-29.6
3.74800e-04,-1,-30.4
3.74840e-04,-1.04,-29.6
3.74880e-04,-1.08,-28.8
3.74920e-04,-1.04,-29.6
3.74960e-04,-1.08,-30.4
3.75000e-04,-1.12,-29.6
3.75040e-04,-1.2,-28.8
3.75080e-04,-1.16,-29.6
3.75120e-04,-1.16,-29.6
3.75160e-04,-1.2,-28.8
3.75200e-04,-1.24,-29.6
3.75240e-04,-1.24,-30.4
3.75280e-04,-1.28,-29.6
3.75320e-04,-1.28,-28.8
3.75360e-04,-1.28,-29.6
3.75400e-04,-1.28,-29.6
3.75440e-04,-1.32,-29.6
3.75480e-04,-1.36,-29.6
3.75520e-04,-1.36,-29.6
3.75560e-04,-1.32,-30.4
3.75600e-04,-1.36,-28.8
3.75640e-04,-1.36,-29.6
3.75680e-04,-1.44,-30.4
3.75720e-04,-1.44,-29.6
3.75760e-04,-1.44,-30.4
3.75800e-04,-1.4,-28.8
3.75840e-04,-1.44,-29.6
3.75880e-04,-1.44,-29.6
3.75920e-04,-1.44,-29.6
3.75960e-04,-1.44,-29.6
3.76000e-04,-1.44,-28.8
3.76040e-04,-1.44,-29.6
3.76080e-04,-1.48,-29.6
3.76120e-04,-1.48,-29.6
3.76160e-04,-1.48,-28.8
3.76200e-04,-1.48,-29.6
3.76240e-04,-1.48,-28.8
3.76280e-04,-1.48,-29.6
3.76320e-04,-1.48,-29.6
3.76360e-04,-1.48,-29.6
3.76400e-04,-1.52,-29.6
3.76440e-04,-1.48,-29.6
3.76480e-04,-1.48,-29.6
3.76520e-04,-1.48,-29.6
3.76560e-04,-1.52,-29.6
3.76600e-04,-1.48,-29.6
3.76640e-04,-1.44,-29.6
3.76680e-04,-1.44,-29.6
3.76720e-04,-1.4,-29.6
3.76760e-04,-1.4,-29.6
3.76800e-04,-1.44,-30.4
3.76840e-04,-1.4,-29.6
3.76880e-04,-1.4,-29.6
3.76920e-04,-1.4,-29.6
3.76960e-04,-1.4,-29.6
3.77000e-04,-1.4,-28.8
3.77040e-04,-1.4,-30.4
3.77080e-04,-1.36,-30.4
3.77120e-04,-1.36,-28.8
3.77160e-04,-1.32,-29.6
3.77200e-04,-1.36,-29.6
3.77240e-04,-1.28,-29.6
3.77280e-04,-1.28,-29.6
3.77320e-04,-1.32,-29.6
3.77360e-04,-1.28,-28.8
3.77400e-04,-1.28,-30.4
3.77440e-04,-1.24,-29.6
3.77480e-04,-1.24,-29.6
3.77520e-04,-1.24,-29.6
3.77560e-04,-1.2,-29.6
3.77600e-04,-1.2,-29.6
3.77640e-04,-1.16,-29.6
3.77680e-04,-1.2,-29.6
3.77720e-04,-1.12,-29.6
3.77760e-04,-1.08,-28
3.77800e-04,-1.08,-25.6
3.77840e-04,-1.08,-19.2
3.77880e-04,-0.96,2.4
3.77920e-04,-0.96,2.4
3.77960e-04,-1.04,0
3.78000e-04,-0.96,0
3.78040e-04,-0.92,0.8
3.78080e-04,-0.96,0
3.78120e-04,-0.84,0
3.78160e-04,-0.8,-0.8
3.78200e-04,-0.84,0
3.78240e-04,-0.76,0
3.78280e-04,-0.8,0
3.78320e-04,-0.76,-0.8
3.78360e-04,-0.68,0
3.78400e-04,-0.64,0
3.78440e-04,-0.64,-0.8
3.78480e-04,-0.6,-0.8
3.78520e-04,-0.56,0
3.78560e-04,-0.56,-0.8
3.78600e-04,-0.48,0
3.78640e-04,-0.48,-0.8
3.78680e-04,-0.44,-0.8
3.78720e-04,-0.4,0
3.78760e-04,-0.36,-0.8
3.78800e-04,-0.32,0
3.78840e-04,-0.28,0
3.78880e-04,-0.28,0
3.78920e-04,-0.28,0
3.78960e-04,-0.2,0
3.79000e-04,-0.16,0
3.79040e-04,-0.16,0
3.79080e-04,-0.12,0
3.79120e-04,-0.12,0
3.79160e-04,-0.08,0
3.79200e-04,-0.04,0
3.79240e-04,0,0
3.79280e-04,0.04,0
3.79320e-04,0.04,0
3.79360e-04,0.04,0
3.79400e-04,0.08,0
3.79440e-04,0.08,-0.8
3.79480e-04,0.2,0
3.79520e-04,0.16,0
3.79560e-04,0.2,-0.8
3.79600e-04,0.2,0
3.79640e-04,0.24,-0.8
3.79680e-04,0.32,0
3.79720e-04,0.32,-0.8
3.79760e-04,0.36,-0.8
3.79800e-04,0.36,-0.8
3.79840e-04,0.4,-1.6
3.79880e-04,0.44,-2.4
3.79920e-04,0.48,-2.4
3.79960e-04,0.52,25.6
3.80000e-04,0.72,21.6
3.80040e-04,0.56,28.8
3.80080e-04,0.6,31.2
3.80120e-04,0.64,27.2
3.80160e-04,0.64,28
3.80200e-04,0.64,31.2
3.80240e-04,0.8,32
3.80280e-04,0.76,28.8
3.80320e-04,0.76,28
3.80360e-04,0.8,28.8
3.80400e-04,0.8,28.8
3.80440e-04,0.88,28
3.80480e-04,0.92,28.8
3.80520e-04,0.88,29.6
3.80560e-04,0.92,29.6
3.80600e-04,0.96,28.8
3.80640e-04,1,28.8
3.80680e-04,1.04,29.6
3.80720e-04,1.04,29.6
3.80760e-04,1.04,29.6
3.80800e-04,1.08,29.6
3.80840e-04,1.12,29.6
3.80880e-04,1.12,29.6
3.80920e-04,1.2,29.6
3.80960e-04,1.2,29.6
3.81000e-04,1.16,28.8
3.81040e-04,1.16,28.8
3.81080e-04,1.24,28
3.81120e-04,1.24,28.8
3.81160e-04,1.32,28.8
3.81200e-04,1.28,28.8
3.81240e-04,1.28,28.8
3.81280e-04,1.32,29.6
3.81320e-04,1.36,28.8
3.81360e-04,1.32,29.6
3.81400e-04,1.32,29.6
3.81440e-04,1.36,28.8
3.81480e-04,1.36,29.6
3.81520e-04,1.36,28
3.81560e-04,1.4,29.6
3.81600e-04,1.4,28.8
3.81640e-04,1.4,29.6
3.81680e-04,1.44,29.6
3.81720e-04,1.44,29.6
3.81760e-04,1.48,28.8
3.81800e-04,1.48,28.8
3.81840e-04,1.48,29.6
3.81880e-04,1.48,28.8
3.81920e-04,1.52,28.8
3.81960e-04,1.48,29.6
3.82000e-04,1.48,28.8
3.82040e-04,1.48,29.6
3.82080e-04,1.48,28.8
3.82120e-04,1.52,29.6
3.82160e-04,1.52,28.8
3.82200e-04,1.48,29.6
3.82240e-04,1.48,29.6
3.82280e-04,1.48,29.6
3.82320e-04,1.48,29.6
3.82360e-04,1.52,28.8
3.82400e-04,1.48,29.6
3.82440e-04,1.48,29.6
3.82480e-04,1.48,29.6
3.82520e-04,1.48,28.8
3.82560e-04,1.48,29.6
3.82600e-04,1.48,29.6
3.82640e-04,1.44,29.6
3.82680e-04,1.48,29.6
3.82720e-04,1.44,28.8
3.82760e-04,1.44,29.6
3.82800e-04,1.44,29.6
3.82840e-04,1.4,28.8
3.82880e-04,1.4,29.6
3.82920e-04,1.4,29.6
3.82960e-04,1.4,28.8
3.83000e-04,1.36,29.6
3.83040e-04,1.36,29.6
3.83080e-04,1.36,29.6
3.83120e-04,1.32,29.6
3.83160e-04,1.32,28.8
3.83200e-04,1.32,29.6
3.83240e-04,1.28,28.8
3.83280e-04,1.28,29.6
3.83320e-04,1.28,29.6
3.83360e-04,1.24,29.6
3.83400e-04,1.24,28.8
3.83440e-04,1.2,28.8
3.83480e-04,1.2,30.4
3.83520e-04,1.16,29.6
3.83560e-04,1.16,29.6
3.83600e-04,1.12,28.8
3.83640e-04,1.12,27.2
3.83680e-04,1.08,24.8
3.83720e-04,1.04,20.8
3.83760e-04,1,-3.2
3.83800e-04,0.96,-4
3.83840e-04,1,-2.4
3.83880e-04,0.96,0
3.83920e-04,0.88,1.6
3.83960e-04,0.92,1.6
3.84000e-04,0.84,0
3.84040e-04,0.76,0
3.84080e-04,0.84,0
3.84120e-04,0.76,-1.6
3.84160e-04,0.72,-0.8
3.84200e-04,0.72,0
3.84240e-04,0.64,0
3.84280e-04,0.64,0
3.84320e-04,0.64,0
3.84360e-04,0.6,0
3.84400e-04,0.6,-0.8
3.84440e-04,0.56,0
3.84480e-04,0.52,0
3.84520e-04,0.44,0
3.84560e-04,0.44,0
3.84600e-04,0.44,0
3.84640e-04,0.36,0
3.84680e-04,0.36,0
3.84720e-04,0.28,0
3.84760e-04,0.28,0
3.84800e-04,0.24,0
3.84840e-04,0.2,0
3.84880e-04,0.2,0
3.84920e-04,0.16,0
3.84960e-04,0.12,0
3.85000e-04,0.12,0
3.85040e-04,0.04,0
3.85080e-04,0,0
3.85120e-04,0,0
3.85160e-04,0,0
3.85200e-04,-0.04,0
3.85240e-04,-0.04,0
3.85280e-04,-0.08,0
3.85320e-04,-0.12,0
3.85360e-04,-0.16,0
3.85400e-04,-0.16,0
3.85440e-04,-0.16,0
3.85480e-04,-0.24,0
3.85520e-04,-0.24,0
