Model,MDO34
Firmware Version,1.10.4

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.0004,
Horizontal Delay,0,
Sample Interval,4e-08,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,5,250
Vertical Units,A,V
Vertical Offset,0,0
Vertical Scale,1,20
Vertical Position,0,0
,,
,,
,,
Label,,
TIME,CH1,CH2
-9.49600e-04,0,0
-9.49560e-04,0,0
-9.49520e-04,0,0
-9.49480e-04,0,0
-9.49440e-04,0,0
-9.49400e-04,0,0
-9.49360e-04,0,0
-9.49320e-04,0,0
-9.49280e-04,0,0
-9.49240e-04,0,0
-9.49200e-04,0,0
-9.49160e-04,0,-0.8
-9.49120e-04,0,0
-9.49080e-04,0,0
-9.49040e-04,0,0
-9.49000e-04,0,0
-9.48960e-04,0,0
-9.48920e-04,0,0
-9.48880e-04,0,0
-9.48840e-04,0,-0.8
-9.48800e-04,0,0
-9.48760e-04,0,0
-9.48720e-04,0,0
-9.48680e-04,0,-0.8
-9.48640e-04,-0.04,0
-9.48600e-04,0,0
-9.48560e-04,0,0
-9.48520e-04,0,0
-9.48480e-04,0,0
-9.48440e-04,0,0
-9.48400e-04,0,0
-9.48360e-04,0,0
-9.48320e-04,0,0
-9.48280e-04,0.04,0
-9.48240e-04,0,-0.8
-9.48200e-04,0,0
-9.48160e-04,0,-0.8
-9.48120e-04,0,0
-9.48080e-04,0,0
-9.48040e-04,0,0
-9.48000e-04,0,0
-9.47960e-04,0,0
-9.47920e-04,0,0
-9.47880e-04,0,0
-9.47840e-04,0,0
-9.47800e-04,0,0.8
-9.47760e-04,0,0
-9.47720e-04,0,0
-9.47680e-04,0,0
-9.47640e-04,0,0
-9.47600e-04,0,0
-9.47560e-04,0,0
-9.47520e-04,0,0
-9.47480e-04,0,0
-9.47440e-04,0,0
-9.47400e-04,0,0
-9.47360e-04,0,0
-9.47320e-04,0,0
-9.47280e-04,0,0
-9.47240e-04,0,0
-9.47200e-04,0,0
-9.47160e-04,0,-0.8
-9.47120e-04,0,0
-9.47080e-04,0,0
-9.47040e-04,0,0
-9.47000e-04,0,-0.8
-9.46960e-04,0,0
-9.46920e-04,0,0
-9.46880e-04,0,0
-9.46840e-04,0,0
-9.46800e-04,0,0
-9.46760e-04,0,0
-9.46720e-04,0,0
-9.46680e-04,0,0
-9.46640e-04,0,0
-9.46600e-04,0,0
-9.46560e-04,0.04,0
-9.46520e-04,0,0
-9.46480e-04,0,0
-9.46440e-04,0,0
-9.46400e-04,0,0
-9.46360e-04,0,-0.8
-9.46320e-04,0,-0.8
-9.46280e-04,0,0
-9.46240e-04,0,0
-9.46200e-04,0,0
-9.46160e-04,0,0
-9.46120e-04,0,0
-9.46080e-04,0,0
-9.46040e-04,0,0
-9.46000e-04,0,0
-9.45960e-04,0,0
-9.45920e-04,0,0
-9.45880e-04,0,0
-9.45840e-04,0,0
-9.45800e-04,0,0
-9.45760e-04,0,0
-9.45720e-04,0,0
-9.45680e-04,0,0
-9.45640e-04,0,0
-9.45600e-04,0,0
-9.45560e-04,0,-0.8
-9.45520e-04,0,0
-9.45480e-04,0,0
-9.45440e-04,0,0
-9.45400e-04,0,-0.8
-9.45360e-04,0,0
-9.45320e-04,0,0
-9.45280e-04,0,0
-9.45240e-04,0,0
-9.45200e-04,0,0
-9.45160e-04,0,0
-9.45120e-04,0,0
-9.45080e-04,0,0
-9.45040e-04,0,0
-9.45000e-04,0,0
-9.44960e-04,0,0
-9.44920e-04,0,0
-9.44880e-04,0,0
-9.44840e-04,0,-0.8
-9.44800e-04,0,0
-9.44760e-04,0,0
-9.44720e-04,0,0
-9.44680e-04,0,0
-9.44640e-04,0,0
-9.44600e-04,0,-0.8
-9.44560e-04,0,0
-9.44520e-04,0,0
-9.44480e-04,0,0
-9.44440e-04,0,0
-9.44400e-04,0,0
-9.44360e-04,0,0
-9.44320e-04,0,0
-9.44280e-04,0,0
-9.44240e-04,0,0
-9.44200e-04,0,0
-9.44160e-04,0,0
-9.44120e-04,0,0
-9.44080e-04,0,-0.8
-9.44040e-04,0,0
-9.44000e-04,0,0
-9.43960e-04,0,0
-9.43920e-04,0,0
-9.43880e-04,0,0
-9.43840e-04,0.04,0
-9.43800e-04,0,-0.8
-9.43760e-04,0,0
-9.43720e-04,0,0
-9.43680e-04,0,0
-9.43640e-04,0,0
-9.43600e-04,0,0
-9.43560e-04,0,0
-9.43520e-04,0,0
-9.43480e-04,0,0
-9.43440e-04,0,0
-9.43400e-04,0,0
-9.43360e-04,0,0
-9.43320e-04,-0.04,0
-9.43280e-04,0,0
-9.43240e-04,0,-0.8
-9.43200e-04,0,0
-9.43160e-04,0,0
-9.43120e-04,0,0
-9.43080e-04,0,0
-9.43040e-04,0,0
-9.43000e-04,0,0
-9.42960e-04,0,0
-9.42920e-04,0,0
-9.42880e-04,0,0
-9.42840e-04,0,0
-9.42800e-04,0,0
-9.42760e-04,0,0
-9.42720e-04,0,0
-9.42680e-04,0,0
-9.42640e-04,0,0
-9.42600e-04,0,0
-9.42560e-04,0,0
-9.42520e-04,0,0
-9.42480e-04,0,0
-9.42440e-04,0,0
-9.42400e-04,0,0
-9.42360e-04,0,0
-9.42320e-04,0,0
-9.42280e-04,0,0
-9.42240e-04,0,0
-9.42200e-04,0,0
-9.42160e-04,0,0
-9.42120e-04,0,0
-9.42080e-04,0,0
-9.42040e-04,0,0
-9.42000e-04,0,0
-9.41960e-04,0,0
-9.41920e-04,0,0
-9.41880e-04,0,0
-9.41840e-04,0,0
-9.41800e-04,0,0
-9.41760e-04,0,0
-9.41720e-04,0,0
-9.41680e-04,0,0
-9.41640e-04,0,0
-9.41600e-04,0,0
-9.41560e-04,0,0
-9.41520e-04,0,0
-9.41480e-04,0,0
-9.41440e-04,0,0
-9.41400e-04,0,0
-9.41360e-04,0,0
-9.41320e-04,0,-0.8
-9.41280e-04,0,0
-9.41240e-04,0,0
-9.41200e-04,0,0
-9.41160e-04,0,0
-9.41120e-04,0,0
-9.41080e-04,0,0
-9.41040e-04,0,0
-9.41000e-04,0,0
-9.40960e-04,0,0
-9.40920e-04,0,0
-9.40880e-04,0,0
-9.40840e-04,0,0
-9.40800e-04,0,0
-9.40760e-04,0,0
-9.40720e-04,0,0
-9.40680e-04,0,0
-9.40640e-04,0,0
-9.40600e-04,0,0
-9.40560e-04,0,0
-9.40520e-04,0,0
-9.40480e-04,0,0
-9.40440e-04,0,0
-9.40400e-04,0,0
-9.40360e-04,0,0
-9.40320e-04,0,0
-9.40280e-04,0,-0.8
-9.40240e-04,0,0
-9.40200e-04,0,-0.8
-9.40160e-04,0,-0.8
-9.40120e-04,0,0
-9.40080e-04,0,0
-9.40040e-04,0,0
-9.40000e-04,0,0
-9.39960e-04,0,0
-9.39920e-04,0,0
-9.39880e-04,0,0
-9.39840e-04,0,0
-9.39800e-04,0,0
-9.39760e-04,0,-0.8
-9.39720e-04,0,0
-9.39680e-04,0,-0.8
-9.39640e-04,0,0
-9.39600e-04,0,0
-9.39560e-04,0,0
-9.39520e-04,-0.04,-0.8
-9.39480e-04,0,0
-9.39440e-04,0,-0.8
-9.39400e-04,0,0
-9.39360e-04,0,0
-9.39320e-04,0,0
-9.39280e-04,0,-0.8
-9.39240e-04,0,0
-9.39200e-04,0,0
-9.39160e-04,0,-0.8
-9.39120e-04,0,0
-9.39080e-04,0,0
-9.39040e-04,0,0
-9.39000e-04,0,-0.8
-9.38960e-04,0,0
-9.38920e-04,0,-0.8
-9.38880e-04,0,0
-9.38840e-04,0,0
-9.38800e-04,0,0
-9.38760e-04,0,0
-9.38720e-04,0,0
-9.38680e-04,0,0
-9.38640e-04,0,-0.8
-9.38600e-04,0,0
-9.38560e-04,0,0
-9.38520e-04,0,0
-9.38480e-04,0,0
-9.38440e-04,0,0
-9.38400e-04,0,0
-9.38360e-04,0,0
-9.38320e-04,0,0
-9.38280e-04,0,0
-9.38240e-04,0,0
-9.38200e-04,0,0
-9.38160e-04,0,0
-9.38120e-04,0,0
-9.38080e-04,0,0
-9.38040e-04,0,0
-9.38000e-04,0,0
-9.37960e-04,0,0
-9.37920e-04,0,0
-9.37880e-04,0,0
-9.37840e-04,0,0
-9.37800e-04,0,0
-9.37760e-04,0,0
-9.37720e-04,0,-0.8
-9.37680e-04,0,0
-9.37640e-04,0,0
-9.37600e-04,0,0
-9.37560e-04,0,0
-9.37520e-04,0,0
-9.37480e-04,0,0
-9.37440e-04,0,0
-9.37400e-04,0,0
-9.37360e-04,0,0
-9.37320e-04,0,0
-9.37280e-04,0,-0.8
-9.37240e-04,0,0
-9.37200e-04,0,0
-9.37160e-04,0,0
-9.37120e-04,0,0
-9.37080e-04,0,0
-9.37040e-04,0,0
-9.37000e-04,0,0
-9.36960e-04,0,-0.8
-9.36920e-04,0,0
-9.36880e-04,0,0
-9.36840e-04,0,0
-9.36800e-04,0,0
-9.36760e-04,0,0
-9.36720e-04,0,0
-9.36680e-04,0,-0.8
-9.36640e-04,0,0
-9.36600e-04,0,0
-9.36560e-04,0,0
-9.36520e-04,0,0
-9.36480e-04,0,-0.8
-9.36440e-04,0,0
-9.36400e-04,0,0
-9.36360e-04,0,0
-9.36320e-04,0,0
-9.36280e-04,0,0
-9.36240e-04,0,0
-9.36200e-04,0,0
-9.36160e-04,0,-0.8
-9.36120e-04,0,0
-9.36080e-04,0,0
-9.36040e-04,0,0
-9.36000e-04,0,0
-9.35960e-04,0,0
-9.35920e-04,0,0
-9.35880e-04,0,0
-9.35840e-04,0,0
-9.35800e-04,0,0
-9.35760e-04,0,0
-9.35720e-04,0,0
-9.35680e-04,0,0
-9.35640e-04,0,0
-9.35600e-04,0,0
-9.35560e-04,0,0
-9.35520e-04,0,0
-9.35480e-04,0,0
-9.35440e-04,0,0
-9.35400e-04,0,0
-9.35360e-04,0,0
-9.35320e-04,0,0
-9.35280e-04,0,0
-9.35240e-04,0,0
-9.35200e-04,0,0
-9.35160e-04,0,0
-9.35120e-04,0,0
-9.35080e-04,0,0
-9.35040e-04,0,0
-9.35000e-04,0,0
-9.34960e-04,0,0
-9.34920e-04,0,0
-9.34880e-04,0,0
-9.34840e-04,0,0
-9.34800e-04,0,0
-9.34760e-04,0,0
-9.34720e-04,0,0
-9.34680e-04,0,0
-9.34640e-04,0,0
-9.34600e-04,0,0
-9.34560e-04,0,0
-9.34520e-04,0,0
-9.34480e-04,0,0
-9.34440e-04,0,0
-9.34400e-04,0,-0.8
-9.34360e-04,0,0
-9.34320e-04,0,0
-9.34280e-04,0,0
-9.34240e-04,0,0
-9.34200e-04,0,0
-9.34160e-04,0,0
-9.34120e-04,0,0
-9.34080e-04,0,0
-9.34040e-04,0,0
-9.34000e-04,0,0
-9.33960e-04,0,0
-9.33920e-04,0,0
-9.33880e-04,0,0
-9.33840e-04,0,0
-9.33800e-04,0,0
-9.33760e-04,0,0
-9.33720e-04,0,0
-9.33680e-04,0,0
-9.33640e-04,0,0
-9.33600e-04,0,0
-9.33560e-04,0,0
-9.33520e-04,0,0
-9.33480e-04,0,0
-9.33440e-04,0,0
-9.33400e-04,0,0
-9.33360e-04,0,-0.8
-9.33320e-04,-0.04,0
-9.33280e-04,0,0
-9.33240e-04,0,-0.8
-9.33200e-04,0,0
-9.33160e-04,0,0
-9.33120e-04,0,0
-9.33080e-04,0,0
-9.33040e-04,0,0
-9.33000e-04,0,0
-9.32960e-04,0,0
-9.32920e-04,0,-0.8
-9.32880e-04,0,0
-9.32840e-04,0,0
-9.32800e-04,0,0
-9.32760e-04,0,0
-9.32720e-04,0,-0.8
-9.32680e-04,0,0
-9.32640e-04,0,0
-9.32600e-04,0,0
-9.32560e-04,0,0
-9.32520e-04,0,-0.8
-9.32480e-04,0,0
-9.32440e-04,0,0
-9.32400e-04,0,0
-9.32360e-04,0,0
-9.32320e-04,0,0
-9.32280e-04,0,-0.8
-9.32240e-04,0,-0.8
-9.32200e-04,0,0
-9.32160e-04,0,0
-9.32120e-04,0,0
-9.32080e-04,0,-0.8
-9.32040e-04,0,0
-9.32000e-04,0,0
-9.31960e-04,0,0
-9.31920e-04,0,0
-9.31880e-04,0,0
-9.31840e-04,0,0
-9.31800e-04,0,0
-9.31760e-04,0,0
-9.31720e-04,0,0
-9.31680e-04,0,-0.8
-9.31640e-04,0,0
-9.31600e-04,0.04,0
-9.31560e-04,0,0
-9.31520e-04,0,-0.8
-9.31480e-04,0,0
-9.31440e-04,0,0
-9.31400e-04,0,0
-9.31360e-04,0,0
-9.31320e-04,0,0
-9.31280e-04,0,0
-9.31240e-04,0,0
-9.31200e-04,0,0
-9.31160e-04,0,0
-9.31120e-04,0,0
-9.31080e-04,0,0
-9.31040e-04,0,0
-9.31000e-04,0,0
-9.30960e-04,0,0
-9.30920e-04,0,0
-9.30880e-04,0,-0.8
-9.30840e-04,0,0
-9.30800e-04,0,0
-9.30760e-04,0,0
-9.30720e-04,0,0
-9.30680e-04,0,0
-9.30640e-04,0,0
-9.30600e-04,0,0
-9.30560e-04,0,0
-9.30520e-04,0,0
-9.30480e-04,0,0
-9.30440e-04,0,0
-9.30400e-04,0,0
-9.30360e-04,0,-0.8
-9.30320e-04,0,0
-9.30280e-04,0,0
-9.30240e-04,0,0
-9.30200e-04,0,0
-9.30160e-04,0,0
-9.30120e-04,0,0
-9.30080e-04,0,0
-9.30040e-04,0,0
-9.30000e-04,0,0
-9.29960e-04,0,0
-9.29920e-04,0,0
-9.29880e-04,0,0
-9.29840e-04,0,0
-9.29800e-04,0,0
-9.29760e-04,0,0
-9.29720e-04,0,-0.8
-9.29680e-04,0,-0.8
-9.29640e-04,0,0
-9.29600e-04,0,-0.8
-9.29560e-04,0,0
-9.29520e-04,0,-0.8
-9.29480e-04,0,0
-9.29440e-04,0,0
-9.29400e-04,0,0
-9.29360e-04,0,0
-9.29320e-04,0,0
-9.29280e-04,0,0
-9.29240e-04,0,0
-9.29200e-04,0,0
-9.29160e-04,0,0
-9.29120e-04,0,0
-9.29080e-04,0,0
-9.29040e-04,0,0
-9.29000e-04,0,0
-9.28960e-04,0,0
-9.28920e-04,0,0
-9.28880e-04,0,0
-9.28840e-04,0,0
-9.28800e-04,0,0
-9.28760e-04,0,0
-9.28720e-04,0,0
-9.28680e-04,0,0
-9.28640e-04,0,-0.8
-9.28600e-04,0,0
-9.28560e-04,0,0
-9.28520e-04,0,0
-9.28480e-04,0,0
-9.28440e-04,0,0
-9.28400e-04,0,-0.8
-9.28360e-04,0,0
-9.28320e-04,0,0
-9.28280e-04,0,0
-9.28240e-04,-0.04,0
-9.28200e-04,0,0
-9.28160e-04,0,-0.8
-9.28120e-04,0,0
-9.28080e-04,0,0
-9.28040e-04,0,0
-9.28000e-04,0,0
-9.27960e-04,0,0
-9.27920e-04,0,0
-9.27880e-04,0,-0.8
-9.27840e-04,0,0
-9.27800e-04,0,0
-9.27760e-04,0,0
-9.27720e-04,0,0
-9.27680e-04,0,0
-9.27640e-04,0,-0.8
-9.27600e-04,0,0
-9.27560e-04,0,-0.8
-9.27520e-04,0,-0.8
-9.27480e-04,0,0
-9.27440e-04,0,0
-9.27400e-04,0,0
-9.27360e-04,0,0
-9.27320e-04,0,0
-9.27280e-04,0,-0.8
-9.27240e-04,0,0
-9.27200e-04,0,-0.8
-9.27160e-04,0,-0.8
-9.27120e-04,0,0
-9.27080e-04,0,0
-9.27040e-04,0,0
-9.27000e-04,0,0
-9.26960e-04,0,-0.8
-9.26920e-04,0,0
-9.26880e-04,0,-0.8
-9.26840e-04,0,0
-9.26800e-04,0,0
-9.26760e-04,0,0
-9.26720e-04,0,0
-9.26680e-04,0,0
-9.26640e-04,0,0
-9.26600e-04,0,0
-9.26560e-04,0,0
-9.26520e-04,0,0
-9.26480e-04,0,0
-9.26440e-04,0,0
-9.26400e-04,0,0
-9.26360e-04,0,-0.8
-9.26320e-04,0,0
-9.26280e-04,0,-0.8
-9.26240e-04,0,-0.8
-9.26200e-04,0,0
-9.26160e-04,0,-0.8
-9.26120e-04,0,0
-9.26080e-04,0,0
-9.26040e-04,0,-0.8
-9.26000e-04,0,0
-9.25960e-04,0,0
-9.25920e-04,0,0
-9.25880e-04,0,0
-9.25840e-04,0,-0.8
-9.25800e-04,0,-0.8
-9.25760e-04,0,-0.8
-9.25720e-04,0,0
-9.25680e-04,0,0
-9.25640e-04,0,0
-9.25600e-04,0,0
-9.25560e-04,0,-0.8
-9.25520e-04,0,0
-9.25480e-04,0,-0.8
-9.25440e-04,0,0
-9.25400e-04,0,0
-9.25360e-04,0,0
-9.25320e-04,0,0
-9.25280e-04,0,0
-9.25240e-04,0,0
-9.25200e-04,0,0
-9.25160e-04,0,0
-9.25120e-04,0,0
-9.25080e-04,0,-0.8
-9.25040e-04,0,0
-9.25000e-04,0,0
-9.24960e-04,0,0
-9.24920e-04,0,-0.8
-9.24880e-04,0,0
-9.24840e-04,0,0
-9.24800e-04,0,-0.8
-9.24760e-04,0,0
-9.24720e-04,0,0
-9.24680e-04,0,0
-9.24640e-04,0,-0.8
-9.24600e-04,0,0
-9.24560e-04,0,0
-9.24520e-04,0,0
-9.24480e-04,0,0
-9.24440e-04,0,0
-9.24400e-04,0,0
-9.24360e-04,0,0
-9.24320e-04,0,0
-9.24280e-04,0,0
-9.24240e-04,0,0
-9.24200e-04,0,0
-9.24160e-04,0,-0.8
-9.24120e-04,0,0
-9.24080e-04,0,0
-9.24040e-04,0,0
-9.24000e-04,0,0
-9.23960e-04,0,-0.8
-9.23920e-04,0,0
-9.23880e-04,0,0
-9.23840e-04,0,-0.8
-9.23800e-04,0,0
-9.23760e-04,0,-0.8
-9.23720e-04,0,0
-9.23680e-04,0,0
-9.23640e-04,0,-0.8
-9.23600e-04,0,0
-9.23560e-04,0,0
-9.23520e-04,0,0
-9.23480e-04,0,0
-9.23440e-04,0,0
-9.23400e-04,0,0
-9.23360e-04,0,-0.8
-9.23320e-04,0,-0.8
-9.23280e-04,0,0
-9.23240e-04,0,0
-9.23200e-04,0,0
-9.23160e-04,0,0
-9.23120e-04,0,0
-9.23080e-04,0,0
-9.23040e-04,0,0
-9.23000e-04,0,0
-9.22960e-04,0,0
-9.22920e-04,0,0
-9.22880e-04,0,0
-9.22840e-04,0,0
-9.22800e-04,0,0
-9.22760e-04,0,0
-9.22720e-04,0,0
-9.22680e-04,0,0
-9.22640e-04,0,-0.8
-9.22600e-04,0,0
-9.22560e-04,0,-0.8
-9.22520e-04,0,0
-9.22480e-04,0,0
-9.22440e-04,0,0
-9.22400e-04,0,0
-9.22360e-04,0,-0.8
-9.22320e-04,0,0
-9.22280e-04,0,0
-9.22240e-04,0,0
-9.22200e-04,0,0
-9.22160e-04,0,-0.8
-9.22120e-04,0,0
-9.22080e-04,0,0
-9.22040e-04,0,0
-9.22000e-04,0,0
-9.21960e-04,0,-0.8
-9.21920e-04,0,-0.8
-9.21880e-04,0,0
-9.21840e-04,0,0
-9.21800e-04,0,0
-9.21760e-04,0,0
-9.21720e-04,0,0
-9.21680e-04,0,0
-9.21640e-04,0,0
-9.21600e-04,0,0
-9.21560e-04,0,0
-9.21520e-04,0,0
-9.21480e-04,0,0
-9.21440e-04,0,0
-9.21400e-04,0,0
-9.21360e-04,0,0
-9.21320e-04,0,0
-9.21280e-04,0,-0.8
-9.21240e-04,0,0
-9.21200e-04,0,0
-9.21160e-04,0,0
-9.21120e-04,0,0
-9.21080e-04,0,0
-9.21040e-04,0,0
-9.21000e-04,0,-0.8
-9.20960e-04,0,-0.8
-9.20920e-04,0,0
-9.20880e-04,0,0
-9.20840e-04,0,0
-9.20800e-04,0,0
-9.20760e-04,0,0
-9.20720e-04,0,0
-9.20680e-04,0,-0.8
-9.20640e-04,0,0
-9.20600e-04,0,0
-9.20560e-04,0,0
-9.20520e-04,0,0
-9.20480e-04,0,0
-9.20440e-04,0,0
-9.20400e-04,0,0
-9.20360e-04,0,0
-9.20320e-04,0,0
-9.20280e-04,0,0
-9.20240e-04,0,0
-9.20200e-04,0,-0.8
-9.20160e-04,0,0
-9.20120e-04,0,0
-9.20080e-04,0,-0.8
-9.20040e-04,0,0
-9.20000e-04,0,0
-9.19960e-04,0,0
-9.19920e-04,0,0
-9.19880e-04,0,0
-9.19840e-04,0,0
-9.19800e-04,0,0
-9.19760e-04,0,0
-9.19720e-04,0,0
-9.19680e-04,0,0
-9.19640e-04,0,0
-9.19600e-04,0,0
-9.19560e-04,0,0
-9.19520e-04,0,0
-9.19480e-04,0.04,0
-9.19440e-04,0,0
-9.19400e-04,0,0
-9.19360e-04,0,0
-9.19320e-04,0,0
-9.19280e-04,0,0
-9.19240e-04,0,-0.8
-9.19200e-04,0,0
-9.19160e-04,0,-0.8
-9.19120e-04,0,0
-9.19080e-04,0,0
-9.19040e-04,0,0
-9.19000e-04,0,0
-9.18960e-04,0,0
-9.18920e-04,0,-0.8
-9.18880e-04,0,-0.8
-9.18840e-04,0,0
-9.18800e-04,0,0
-9.18760e-04,0,0
-9.18720e-04,0,0
-9.18680e-04,0,0
-9.18640e-04,0,0
-9.18600e-04,0,0
-9.18560e-04,0,0
-9.18520e-04,0.04,0
-9.18480e-04,0,0
-9.18440e-04,0,0
-9.18400e-04,0,0
-9.18360e-04,0,0
-9.18320e-04,0,-0.8
-9.18280e-04,0,0
-9.18240e-04,0,0
-9.18200e-04,0,0
-9.18160e-04,0,0
-9.18120e-04,0,0
-9.18080e-04,0,0
-9.18040e-04,0,-0.8
-9.18000e-04,0,-0.8
-9.17960e-04,0,0
-9.17920e-04,0,0
-9.17880e-04,0,0
-9.17840e-04,0,0
-9.17800e-04,0,0
-9.17760e-04,0,0
-9.17720e-04,0,0
-9.17680e-04,0,0
-9.17640e-04,0,0
-9.17600e-04,0,0
-9.17560e-04,0,0
-9.17520e-04,0,0
-9.17480e-04,0,0
-9.17440e-04,0,0
-9.17400e-04,0,0
-9.17360e-04,0,0
-9.17320e-04,0,0
-9.17280e-04,0,0
-9.17240e-04,0,0
-9.17200e-04,0,0
-9.17160e-04,0,0
-9.17120e-04,0,0
-9.17080e-04,0,0
-9.17040e-04,0,0
-9.17000e-04,0,0
-9.16960e-04,0,0
-9.16920e-04,0,0
-9.16880e-04,0,-0.8
-9.16840e-04,0,0
-9.16800e-04,0,0
-9.16760e-04,0,-0.8
-9.16720e-04,0,0
-9.16680e-04,0,0
-9.16640e-04,0,0
-9.16600e-04,0,0
-9.16560e-04,0,0
-9.16520e-04,0,0
-9.16480e-04,0,0
-9.16440e-04,0,0
-9.16400e-04,0,0
-9.16360e-04,0,0
-9.16320e-04,0,0
-9.16280e-04,0,0
-9.16240e-04,0,0
-9.16200e-04,0,0
-9.16160e-04,0,0
-9.16120e-04,0,0
-9.16080e-04,0,0
-9.16040e-04,0,0
-9.16000e-04,0,0
-9.15960e-04,0,0
-9.15920e-04,0,0
-9.15880e-04,0,0
-9.15840e-04,0,0
-9.15800e-04,0,0
-9.15760e-04,0,0
-9.15720e-04,0,0
-9.15680e-04,0,0
-9.15640e-04,0,0
-9.15600e-04,0,0
-9.15560e-04,0,0
-9.15520e-04,0,0
-9.15480e-04,0,0
-9.15440e-04,0,0
-9.15400e-04,0,0
-9.15360e-04,0,0
-9.15320e-04,0,0
-9.15280e-04,0,0
-9.15240e-04,0,0
-9.15200e-04,0,0.8
-9.15160e-04,0,0
-9.15120e-04,0,0
-9.15080e-04,0.04,0
-9.15040e-04,0,0
-9.15000e-04,0,0
-9.14960e-04,0,0
-9.14920e-04,0,0
-9.14880e-04,0,0
-9.14840e-04,0,0
-9.14800e-04,0,0
-9.14760e-04,0,0
-9.14720e-04,0,-0.8
-9.14680e-04,0,0
-9.14640e-04,0,0
-9.14600e-04,0.04,0
-9.14560e-04,0,0
-9.14520e-04,0,0
-9.14480e-04,0,0
-9.14440e-04,0,0
-9.14400e-04,0,0
-9.14360e-04,0,0
-9.14320e-04,0,0
-9.14280e-04,0,0
-9.14240e-04,0,0
-9.14200e-04,0,0
-9.14160e-04,0,0
-9.14120e-04,0,0
-9.14080e-04,0,0
-9.14040e-04,0,0
-9.14000e-04,0,0
-9.13960e-04,0,0
-9.13920e-04,0,0
-9.13880e-04,0,0
-9.13840e-04,0,0
-9.13800e-04,0,0
-9.13760e-04,0,0
-9.13720e-04,0,0
-9.13680e-04,0,0
-9.13640e-04,0,0
-9.13600e-04,0,0
-9.13560e-04,0,0
-9.13520e-04,0,0
-9.13480e-04,0,0
-9.13440e-04,0,0
-9.13400e-04,0,0
-9.13360e-04,0,0
-9.13320e-04,0,0
-9.13280e-04,0,0
-9.13240e-04,0,0
-9.13200e-04,0,0
-9.13160e-04,0,0
-9.13120e-04,0,0
-9.13080e-04,0,0
-9.13040e-04,0,0
-9.13000e-04,0,0
-9.12960e-04,0,0
-9.12920e-04,0,0
-9.12880e-04,0,0
-9.12840e-04,0,0
-9.12800e-04,0,0
-9.12760e-04,0,0
-9.12720e-04,0,0
-9.12680e-04,0,0
-9.12640e-04,0,0
-9.12600e-04,0,-0.8
-9.12560e-04,0,0
-9.12520e-04,0,0
-9.12480e-04,0,0
-9.12440e-04,0,0
-9.12400e-04,0,0
-9.12360e-04,0,0
-9.12320e-04,0,0
-9.12280e-04,0,0
-9.12240e-04,0,0
-9.12200e-04,0,0
-9.12160e-04,0,0
-9.12120e-04,0,0
-9.12080e-04,0,0
-9.12040e-04,-0.04,0
-9.12000e-04,0,0
-9.11960e-04,0,0
-9.11920e-04,0,0
-9.11880e-04,0,0
-9.11840e-04,0,0
-9.11800e-04,0,0
-9.11760e-04,0,0
-9.11720e-04,0,0
-9.11680e-04,0,0
-9.11640e-04,0,0
-9.11600e-04,0,0
-9.11560e-04,0,0
-9.11520e-04,0,-0.8
-9.11480e-04,0,0
-9.11440e-04,0,-0.8
-9.11400e-04,0,0
-9.11360e-04,0,0
-9.11320e-04,0,0
-9.11280e-04,0,0
-9.11240e-04,0,0
-9.11200e-04,0,0
-9.11160e-04,0,-0.8
-9.11120e-04,0,0
-9.11080e-04,0,0
-9.11040e-04,0,0
-9.11000e-04,0,-0.8
-9.10960e-04,0,0
-9.10920e-04,0,0
-9.10880e-04,0,0
-9.10840e-04,0,-0.8
-9.10800e-04,0,0
-9.10760e-04,0,0
-9.10720e-04,0,0
-9.10680e-04,0,0
-9.10640e-04,0,-0.8
-9.10600e-04,0,0
-9.10560e-04,0,0
-9.10520e-04,0,0
-9.10480e-04,0,0
-9.10440e-04,0,0
-9.10400e-04,0.04,0
-9.10360e-04,0,0
-9.10320e-04,0,0
-9.10280e-04,0,0
-9.10240e-04,0,0
-9.10200e-04,0,-0.8
-9.10160e-04,0,0
-9.10120e-04,0,0
-9.10080e-04,0,0
-9.10040e-04,0,0
-9.10000e-04,0,0
-9.09960e-04,0,0
-9.09920e-04,0,0
-9.09880e-04,0,0
-9.09840e-04,0,0
-9.09800e-04,0,0
-9.09760e-04,0,0
-9.09720e-04,0,0
-9.09680e-04,0,0
-9.09640e-04,0,0
-9.09600e-04,0,0
-9.09560e-04,0,0
-9.09520e-04,0,0
-9.09480e-04,0,0
-9.09440e-04,0,0
-9.09400e-04,0,0
-9.09360e-04,0,0
-9.09320e-04,0,0
-9.09280e-04,0,0
-9.09240e-04,0,0
-9.09200e-04,0,0
-9.09160e-04,0,0
-9.09120e-04,0,0
-9.09080e-04,0,0
-9.09040e-04,0,0
-9.09000e-04,0,0
-9.08960e-04,0,0
-9.08920e-04,0,0
-9.08880e-04,0,0
-9.08840e-04,0,0
-9.08800e-04,0,0
-9.08760e-04,0,0
-9.08720e-04,0,-0.8
-9.08680e-04,0,0
-9.08640e-04,0,0
-9.08600e-04,0,-0.8
-9.08560e-04,0,0
-9.08520e-04,0,0
-9.08480e-04,0,0
-9.08440e-04,0,0
-9.08400e-04,0,0
