Data from FLMT087451__22__14-13-22-506.txt Node

Date: Tue Jun 04 14:13:22 JST 2024
User: power
Spectrometer: FLMT08745
Trigger mode: 0
Integration Time (sec): 2.000000E-2
Scans to average: 11
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
194.923	-49.49
195.148	-49.49
195.372	-49.49
195.597	-37.27
195.821	-13.02
196.046	-0.99
196.271	-3.58
196.495	-1.91
196.72	7.34
196.944	-5.25
197.169	-1.54
197.393	6.6
197.618	-5.43
197.842	-4.32
198.067	13.45
198.291	-4.69
198.516	0.31
198.74	-16.91
198.964	21.78
199.189	0.49
199.413	31.22
199.637	20.3
199.862	-18.02
200.086	3.46
200.31	41.04
200.535	19.01
200.759	31.04
200.983	-5.8
201.207	4.57
201.432	2.34
201.656	8.45
201.88	14.38
202.104	-6.91
202.328	11.23
202.552	28.45
202.777	-3.02
203.001	18.08
203.225	-10.61
203.449	4.01
203.673	-6.91
203.897	-3.76
204.121	-3.76
204.345	19.75
204.569	-17.28
204.793	33.45
205.017	-8.76
205.241	28.63
205.465	-1.73
205.689	3.27
205.912	-8.58
206.136	-9.5
206.36	-20.06
206.584	25.49
206.808	-31.53
207.032	-4.69
207.255	5.12
207.479	7.9
207.703	-9.32
207.927	4.38
208.15	0.68
208.374	2.72
208.598	4.01
208.822	32.15
209.045	11.23
209.269	12.34
209.492	27.34
209.716	25.49
209.94	18.27
210.163	15.67
210.387	-13.21
210.61	30.67
210.834	-10.06
211.057	-20.98
211.281	6.05
211.504	0.12
211.728	-6.73
211.951	20.3
212.175	14.19
212.398	6.6
212.622	8.08
212.845	30.48
213.068	0.31
213.292	12.53
213.515	2.34
213.738	-8.76
213.962	11.6
214.185	-3.39
214.408	21.23
214.631	24
214.855	26.78
215.078	25.86
215.301	10.68
215.524	8.08
215.747	16.6
215.971	14.56
216.194	-0.06
216.417	6.23
216.64	15.86
216.863	68.06
217.086	-1.73
217.309	45.66
217.532	1.97
217.755	-12.47
217.978	-2.1
218.201	23.82
218.424	-10.98
218.647	-6.36
218.87	1.42
219.093	8.08
219.316	16.41
219.539	15.86
219.762	-6.73
219.985	19.93
220.207	-16.17
220.43	18.08
220.653	28.63
220.876	21.78
221.099	23.45
221.321	20.86
221.544	-7.47
221.767	21.97
221.99	-6.73
222.212	1.42
222.435	15.12
222.658	39.37
222.88	4.57
223.103	21.97
223.326	-5.43
223.548	12.16
223.771	-23.39
223.993	24.37
224.216	-24.87
224.438	6.42
224.661	0.12
224.883	29.19
225.106	42.89
225.328	-6.54
225.551	11.42
225.773	2.53
225.996	-4.5
226.218	26.78
226.44	-14.69
226.663	23.45
226.885	5.49
227.108	18.27
227.33	1.79
227.552	4.01
227.774	1.05
227.997	19.93
228.219	-7.28
228.441	16.6
228.663	9.19
228.886	26.23
229.108	4.2
229.33	10.68
229.552	1.05
229.774	17.9
229.996	8.82
230.219	21.6
230.441	-8.76
230.663	31.22
230.885	-14.13
231.107	10.31
231.329	-1.91
231.551	15.12
231.773	2.9
231.995	7.16
232.217	1.42
232.439	25.67
232.661	0.31
232.883	7.9
233.105	6.97
233.326	23.82
233.548	8.64
233.77	15.86
233.992	33.63
234.214	15.3
234.436	18.27
234.657	27.52
234.879	37.15
235.101	4.01
235.323	-2.47
235.544	3.64
235.766	12.9
235.988	11.42
236.21	-4.5
236.431	29.74
236.653	15.67
236.874	29.19
237.096	5.68
237.318	5.12
237.539	16.97
237.761	9.94
237.982	11.42
238.204	38.44
238.425	-5.8
238.647	5.68
238.868	-15.24
239.09	31.59
239.311	21.78
239.533	18.82
239.754	12.34
239.975	14.01
240.197	1.23
240.418	-11.17
240.64	13.45
240.861	-1.91
241.082	-2.47
241.304	12.16
241.525	3.64
241.746	9.38
241.967	-24.68
242.189	11.79
242.41	9.75
242.631	15.86
242.852	-8.76
243.073	21.6
243.294	9.19
243.516	6.23
243.737	12.34
243.958	0.49
244.179	3.64
244.4	36.78
244.621	-1.73
244.842	4.2
245.063	35.85
245.284	8.08
245.505	-7.1
245.726	4.75
245.947	7.71
246.168	11.42
246.389	-3.21
246.61	42.33
246.831	0.68
247.052	11.23
247.272	13.82
247.493	26.23
247.714	-0.06
247.935	-32.46
248.156	12.71
248.376	43.63
248.597	13.45
248.818	15.12
249.039	3.83
249.259	21.6
249.48	-3.21
249.701	34
249.921	-9.69
250.142	28.82
250.363	-3.39
250.583	12.34
250.804	-1.73
251.025	22.71
251.245	21.04
251.466	18.82
251.686	9.38
251.907	34.93
252.127	0.12
252.348	10.49
252.568	-1.91
252.789	0.49
253.009	20.67
253.23	28.26
253.45	6.05
253.67	36.96
253.891	-12.28
254.111	33.45
254.331	-4.13
254.552	2.16
254.772	-8.95
254.992	6.97
255.213	-6.91
255.433	16.23
255.653	-1.91
255.873	19.93
256.093	8.08
256.314	15.86
256.534	20.49
256.754	20.67
256.974	-5.25
257.194	30.85
257.414	-4.5
257.634	22.71
257.855	-8.95
258.075	-2.65
258.295	11.97
258.515	14.19
258.735	7.71
258.955	12.34
259.175	-6.54
259.395	20.49
259.615	15.86
259.835	41.59
260.054	-4.87
260.274	13.82
260.494	25.3
260.714	30.3
260.934	7.9
261.154	29
261.374	-8.95
261.593	26.04
261.813	-17.28
262.033	5.31
262.253	-6.91
262.472	20.67
262.692	2.53
262.912	6.05
263.132	19.01
263.351	37.7
263.571	18.64
263.791	2.72
264.01	18.27
264.23	19.56
264.449	5.49
264.669	29
264.888	21.41
265.108	8.08
265.328	8.27
265.547	1.97
265.767	12.71
265.986	-18.76
266.205	6.42
266.425	31.97
266.644	-0.62
266.864	10.31
267.083	-4.32
267.303	3.64
267.522	-0.06
267.741	37.52
267.961	16.6
268.18	-4.32
268.399	23.45
268.618	15.67
268.838	22.52
269.057	17.34
269.276	-7.47
269.495	13.82
269.715	16.78
269.934	19.01
270.153	21.6
270.372	9.94
270.591	27.71
270.81	21.97
271.029	0.12
271.249	27.52
271.468	24.19
271.687	6.23
271.906	13.45
272.125	41.41
272.344	28.63
272.563	21.23
272.782	0.49
273.001	12.16
273.22	6.79
273.439	21.78
273.657	18.45
273.876	7.71
274.095	-11.17
274.314	28.45
274.533	18.82
274.752	8.45
274.971	18.64
275.189	28.08
275.408	16.23
275.627	3.09
275.846	15.12
276.064	20.67
276.283	-23.2
276.502	13.27
276.72	-0.62
276.939	-5.25
277.158	6.6
277.376	29
277.595	25.49
277.814	24.75
278.032	8.64
278.251	-4.13
278.469	-16.91
278.688	18.45
278.906	11.97
279.125	33.08
279.343	6.79
279.562	19.38
279.78	0.31
279.999	20.49
280.217	18.64
280.435	34.19
280.654	11.97
280.872	19.75
281.091	-10.98
281.309	23.08
281.527	-11.54
281.746	21.78
281.964	3.09
282.182	21.6
282.4	10.49
282.619	23.82
282.837	6.05
